index,citations,year,Title,citations_average
555,34,1991,Propagation Filters in PDS Networks for Sequencing and Ambiguity Resolution,1.2592592592592593
556,752,1991,A Simple Weight Decay Can Improve Generalization,27.85185185185185
557,49,1991,A Weighted Probabilistic Neural Network,1.8148148148148149
560,28,1991,Obstacle Avoidance through Reinforcement Learning,1.037037037037037
562,69,1991,Best-First Model Merging for Dynamic Learning and Recognition,2.5555555555555554
563,295,1991,A Contrast Sensitive Silicon Retina with Reciprocal Synapses,10.925925925925926
564,66,1991,A Self-Organizing Integrated Segmentation and Recognition Neural Net,2.4444444444444446
566,42,1991,Adaptive Soft Weight Tying using Gaussian Mixtures,1.5555555555555556
567,254,1991,Tangent Prop - A formalism for specifying selected invariances in an adaptive network,9.407407407407407
569,14,1991,Incrementally Learning Time-varying Half-planes,0.5185185185185185
570,7,1991,A Connectionist Learning Approach to Analyzing Linguistic Stress,0.25925925925925924
571,142,1991,Adaptive Elastic Models for Hand-Printed Character Recognition,5.2592592592592595
575,12,1992,Intersecting regions: The Key to combinatorial structure in hidden unit space,0.46153846153846156
576,418,1992,Feudal Reinforcement Learning,16.076923076923077
577,5,1992,Harmonic Grammars for Formal Languages,0.19230769230769232
578,1117,1992,Second order derivatives for network pruning: Optimal Brain Surgeon,42.96153846153846
581,0,1992,Attractor Neural Networks with Local Inhibition: from Statistical Physics to a Digitial Programmable Integrated Circuit,0.0
586,44,1992,Using Aperiodic Reinforcement for Directed Self-Organization During Development,1.6923076923076923
587,18,1992,Planar Hidden Markov Modeling: From Speech to Optical Character Recognition,0.6923076923076923
588,326,1992,Hidden Markov Model Induction by Bayesian Model Merging,12.538461538461538
591,12,1992,Learning to See Where and What: Training a Net to Make Saccades and Recognize Handwritten Characters,0.46153846153846156
592,3,1992,Probability Estimation from a Database Using a Gibbs Energy Model,0.11538461538461539
593,0,1992,Holographic Recurrent Networks,0.0
594,122,1992,A Parallel Gradient Descent Method for Learning in Analog VLSI Neural Networks,4.6923076923076925
595,3,1992,Statistical Mechanics of Learning in a Large Committee Machine,0.11538461538461539
596,74,1992,Diffusion Approximations for the Constant Learning Rate Backpropagation Algorithm and Resistence to Local Minima,2.8461538461538463
597,1,1992,Metamorphosis Networks: An Alternative to Constructive Models,0.038461538461538464
598,32,1992,Connected Letter Recognition with a Multi-State Time Delay Neural Network,1.2307692307692308
600,7,1992,On-Line Estimation of the Optimal Value Function: HJB- Estimators,0.2692307692307692
602,4,1992,Topography and Ocular Dominance with Positive Correlations,0.15384615384615385
603,1,1992,Parameterising Feature Sensitive Cell Formation in Linsker Networks in the Auditory System,0.038461538461538464
604,11,1992,The Computation of Stereo Disparity for Transparent and for Opaque Surfaces,0.4230769230769231
605,9,1992,A Formal Model of the Insect Olfactory Macroglomerulus: Simulations and Analytic Results,0.34615384615384615
606,3,1992,Information Theoretic Analysis of Connection Structure from Spike Trains,0.11538461538461539
609,127,1992,Bayesian Learning via Stochastic Dynamics,4.884615384615385
612,40,1992,Learning Control Under Extreme Uncertainty,1.5384615384615385
613,17,1992,A Neural Network that Learns to Interpret Myocardial Planar Thallium Scintigrams,0.6538461538461539
614,15,1992,Directional-Unit Boltzmann Machines,0.5769230769230769
619,389,1992,An Information-Theoretic Approach to Deciphering the Hippocampal Code,14.961538461538462
620,66,1992,On the Use of Evidence in Neural Networks,2.5384615384615383
623,70,1992,Q-Learning with Hidden-Unit Restarting,2.6923076923076925
625,38,1992,Unsupervised Discrimination of Clustered Data via Optimization of Binary Information Gain,1.4615384615384615
627,22,1992,Filter Selection Model for Generating Visual Motion Signals,0.8461538461538461
628,9,1992,Synchronization and Grammatical Inference in an Oscillating Elman Net,0.34615384615384615
629,0,1992,Rational Parametrizations of Neural Networks,0.0
630,5,1992,A Neural Model of Descending Gain Control in the Electrosensory System,0.19230769230769232
631,15,1992,On Learning µ-Perceptron Networks with Binary Weights,0.5769230769230769
632,13,1992,Integration of Visual and Somatosensory Information for Preshaping Hand in Grasping Movements,0.5
633,263,1992,Silicon Auditory Processors as Computer Peripherals,10.115384615384615
634,44,1992,Hidden Markov Models in Molecular Biology: New Algorithms and Applications,1.6923076923076923
635,37,1992,Memory-Based Reinforcement Learning: Efficient Computation with Prioritized Sweeping,1.4230769230769231
637,184,1992,A Fast Stochastic Error-Descent Algorithm for Supervised Learning and Optimization,7.076923076923077
638,47,1992,Input Reconstruction Reliability Estimation,1.8076923076923077
639,8,1992,Object-Based Analog VLSI Vision Circuits,0.3076923076923077
640,318,1992,Word Space,12.23076923076923
641,42,1992,An Analog VLSI Chip for Radial Basis Functions,1.6153846153846154
643,3,1992,Stimulus Encoding by Multidimensional Receptive Fields in Single Cells and Cell Populations in V1 of Awake Monkey,0.11538461538461539
644,14,1992,Remote Sensing Image Analysis via a Texture Classification Neural Network,0.5384615384615384
645,28,1992,Unsmearing Visual Motion: Development of Long-Range Horizontal Intrinsic Connections,1.0769230769230769
648,7,1992,Physiologically Based Speech Synthesis,0.2692307692307692
649,145,1992,Discriminability-Based Transfer between Neural Networks,5.576923076923077
650,2,1992,A Model of Feedback to the Lateral Geniculate Nucleus,0.07692307692307693
651,34,1992,Weight Space Probability Densities in Stochastic Learning: II. Transients and Basin Hopping Times,1.3076923076923077
654,9,1992,A Hybrid Linear/Nonlinear Approach to Channel Equalization Problems,0.34615384615384615
656,16,1992,Predicting Complex Behavior in Sparse Asymmetric Networks,0.6153846153846154
657,16,1992,Single-Iteration Threshold Hamming Networks,0.6153846153846154
658,149,1992,Explanation-Based Neural Network Learning for Robot Control,5.730769230769231
659,39,1992,Assessing and Improving Neural Network Predictions by the Bootstrap Algorithm,1.5
661,4,1992,Statistical and Dynamical Interpretation of ISIH Data from Periodically Stimulated Sensory Neurons,0.15384615384615385
662,0,1992,A Recurrent Neural Network for Generation of Occular Saccades,0.0
664,231,1992,Improving Performance in Neural Networks Using a Boosting Algorithm,8.884615384615385
669,117,1992,Reinforcement Learning Applied to Linear Quadratic Regulation,4.5
670,111,1992,"Information, Prediction, and Query by Committee",4.269230769230769
671,122,1992,Network Structuring and Training Using Rule-based Knowledge,4.6923076923076925
672,7,1992,How Oscillatory Neuronal Responses Reflect Bistability and Switching of the Hidden Assembly Dynamics,0.2692307692307692
673,24,1992,Combining Neural and Symbolic Learning to Revise Probabilistic Rule Bases,0.9230769230769231
674,2,1992,Learning Spatio-Temporal Planning from a Dynamic Programming Teacher: Feed-Forward Neurocontrol for Moving Obstacle Avoidance,0.07692307692307693
675,643,1992,Efficient Pattern Recognition Using a New Transformation Distance,24.73076923076923
676,2,1992,Some Estimates of Necessary Number of Connections and Hidden Units for Feed-Forward Networks,0.07692307692307693
677,6,1992,A Hybrid Neural Net System for State-of-the-Art Continuous Speech Recognition,0.23076923076923078
680,12,1992,A Note on Learning Vector Quantization,0.46153846153846156
687,3,1992,Adaptive Stimulus Representations: A Computational Theory of Hippocampal-Region Function,0.11538461538461539
689,2,1992,Mapping Between Neural and Physical Activities of the Lobster Gastric Mill,0.07692307692307693
692,58,1992,"Using hippocampal 'place cells' for navigation, exploiting phase coding",2.230769230769231
695,65,1992,The Power of Approximating: a Comparison of Activation Functions,2.5
696,13,1992,Statistical Modeling of Cell Assemblies Activities in Associative Cortex of Behaving Monkeys,0.5
699,19,1993,Backpropagation without Multiplication,0.76
703,11,1993,Robust Parameter Estimation and Model Selection for Neural Network Regression,0.44
706,8,1993,Grammatical Inference by Attentional Control of Synchronization in an Oscillating Elman Network,0.32
709,466,1993,When will a Genetic Algorithm Outperform Hill Climbing,18.64
710,85,1993,Optimal Brain Surgeon: Extensions and performance comparisons,3.4
711,3,1993,Implementing Intelligence on Silicon Using Neuron-Like Functional MOS Transistors,0.12
713,0,1993,Functional Models of Selective Attention and Context Dependency,0.0
714,3,1993,Correlation Functions in a Large Stochastic Neural Network,0.12
715,38,1993,Postal Address Block Location Using a Convolutional Locator Network,1.52
716,8,1993,Emergence of Global Structure from Local Associations,0.32
720,4,1993,Generalization Error and the Expected Network Complexity,0.16
722,20,1993,"Catastrophic interference in connectionist networks: Can It Be predicted, can It be prevented?",0.8
723,15,1993,Learning Complex Boolean Functions: Algorithms and Applications,0.6
724,0,1993,"Neurobiology, Psychophysics, and Computational Models of Visual Attention",0.0
725,117,1993,Backpropagation Convergence Via Deterministic Nonmonotone Perturbed Minimization,4.68
729,8,1993,A Local Algorithm to Learn Trajectories with Stochastic Neural Networks,0.32
730,12,1993,Two Iterative Algorithms for Computing the Singular Value Decomposition from Input/Output Samples,0.48
731,17,1993,Inverse Dynamics of Speech Motor Control,0.68
734,63,1993,Monte Carlo Matrix Inversion and Reinforcement Learning,2.52
737,18,1993,WATTLE: A Trainable Gain Analogue VLSI Neural Network,0.72
738,7,1993,Recognition-based Segmentation of On-Line Cursive Handwriting,0.28
740,3,1993,Decoding Cursive Scripts,0.12
741,124,1993,The Power of Amnesia,4.96
742,7,1993,"Bayesian Backprop in Action: Pruning, Committees, Error Bars and an Application to Spectroscopy",0.28
743,98,1993,A Unified Gradient-Descent/Clustering Architecture for Finite State Machine Induction,3.92
744,3,1993,Connectionism for Music and Audition,0.12
748,19,1993,Learning in Compositional Hierarchies: Inducing the Structure of Objects from Data,0.76
749,0,1993,Complexity Issues in Neural Computation and Learning,0.0
750,0,1993,Lower Boundaries of Motoneuron Desynchronization via Renshaw Interneurons,0.0
751,68,1993,Classification of Electroencephalogram using Artificial Neural Networks,2.72
752,169,1993,Fast Non-Linear Dimension Reduction,6.76
753,449,1993,The Parti-Game Algorithm for Variable Resolution Reinforcement Learning in Multidimensional State-Spaces,17.96
754,682,1993,Convergence of Stochastic Iterative Dynamic Programming Algorithms,27.28
756,251,1993,Bayesian Modeling and Classification of Neural Signals,10.04
757,17,1993,A Hodgkin-Huxley Type Neuron Model That Learns Slow Non-Spike Oscillation,0.68
758,1,1993,Asynchronous Dynamics of Continuous Time Neural Networks,0.04
760,8,1993,Use of Bad Training Data for Better Predictions,0.32
761,0,1993,Connectionist Modeling and Parallel Architectures,0.0
763,1,1993,A Network Mechanism for the Determination of Shape-From-Texture,0.04
765,3,1993,Non-Linear Statistical Analysis and Self-Organizing Hebbian Networks,0.12
767,633,1993,Supervised learning from incomplete data via an EM approach,25.32
771,3,1993,An Optimization Method of Layered Neural Networks based on the Modified Information Criterion,0.12
772,125,1993,Optimal Stopping and Effective Machine Complexity in Learning,5.0
773,26,1993,Unsupervised Learning of Mixtures of Multiple Causes in Binary Data,1.04
775,8,1993,Recovering a Feed-Forward Net From Its Output,0.32
777,3,1993,Dual Mechanisms for Neural Binding and Segmentation,0.12
778,5,1993,Adaptive knot Placement for Nonparametric Regression,0.2
779,3,1993,Feature Densities are Required for Computing Feature Correspondences,0.12
780,19,1993,Efficient Computation of Complex Distance Metrics Using Hierarchical Filtering,0.76
782,4,1993,Unsupervised Parallel Feature Extraction from First Principles,0.16
784,34,1993,"How to Describe Neuronal Activity: Spikes, Rates, or Assemblies?",1.36
785,0,1993,Optimal Unsupervised Motor Learning Predicts the Internal Representation of Barn Owl Head Movements,0.0
786,538,1993,"Autoencoders, Minimum Description Length and Helmholtz Free Energy",21.52
787,7,1993,Address Block Location with a Neural Net System,0.28
788,21,1993,Efficient Simulation of Biological Neural Networks on Massively Parallel Supercomputers with Hypercube Architecture,0.84
789,13,1993,Computational Elements of the Adaptive Controller of the Human Arm,0.52
792,45,1993,Credit Assignment through Time: Alternatives to Backpropagation,1.8
793,52,1993,Robust Reinforcement Learning in Motion Planning,2.08
794,0,1993,An Analog VLSI Model of Central Pattern Generation in the Leech,0.0
795,42,1993,"Learning Mackey-Glass from 25 examples, Plus or Minus 2",1.68
797,21,1993,Hoo Optimality Criteria for LMS and Backpropagation,0.84
798,3,1993,Comparison Training for a Rescheduling Problem in Neural Networks,0.12
800,143,1993,Training Neural Networks with Deficient Data,5.72
